fuente,archivo,hoja,tabla,codigo_fuente,codigo_normalizado,nivel_codigo,seccion_ciiu_fuente,descripcion,anno,valor,unidad,dato_preliminar,nota_fuente
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.25TT.0,D.25TT.0,grupo_bcu,D,Fabricación de productos de caucho y plástico,2019,,miles_de_pesos_corrientes,True,"Debido a la priorizacion del cronograma del PLAE, para el ano 2019 no se dispone de estimaciones mas alla de los dos digitos de la CIIU Rev. 3."
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2005,1919084.30747058,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2006,2068431.37831131,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2007,2241872.26532048,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2008,2517730.72579163,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2009,3356784.60013231,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2010,3585347.93982486,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2011,4638494.42838007,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2012,5096957.9078677,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2013,5481718.19312533,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2014,5781096.80594137,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2015,5794885.32549698,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2016,5291360.81080978,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2017,5620222.51212182,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2018,6586013.2050393,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26,D.26,division,D,Fabricación de otros productos minerales no metálicos,2019,7345246.43120175,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2005,1919084.30747058,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2006,2068431.37831131,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2007,2241872.26532048,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2008,2517730.72579163,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2009,3356784.60013231,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2010,3585347.93982486,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2011,4638494.42838007,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2012,5096957.9078677,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2013,5481718.19312533,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2014,5781096.80594137,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2015,5794885.32549698,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2016,5291360.81080978,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2017,5620222.51212182,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2018,6586013.2050393,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.26TT.0,D.26TT.0,grupo_bcu,D,Fabricación de otros productos minerales no metálicos,2019,7345246.43120175,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2005,6584785.12359467,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2006,8247077.1911231,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2007,10245717.7803719,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2008,10967312.7081674,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2009,11919665.6774846,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2010,12044766.6525356,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2011,12410610.2291885,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2012,13082060.7636481,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2013,12994193.592947,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2014,15337757.7164322,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2015,15322693.2600647,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2016,16128957.8625572,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2017,15967080.5713779,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2018,14986206.1736879,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RR,D.RR,grupo_bcu,D,"Fabricación de metálicas básicas, de maquinaria y equipo, metálica, eléctrica y de instrumentos de precisión",2019,16339204.8119415,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2005,6584785.12359467,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2006,8247077.1911231,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2007,10245717.7803719,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2008,10967312.7081674,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2009,11919665.6774846,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2010,12044766.6525356,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2011,12410610.2291885,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2012,13082060.7636481,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2013,12994193.592947,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2014,15337757.7164322,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2015,15322693.2600647,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2016,16128957.8625572,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2017,15967080.5713779,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2018,14986206.1736879,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.RRTT.0,D.RRTT.0,grupo_bcu,D,"Fabricación de metales comunes, productos elaborados de metal, maquinaria especial y de uso general; maquinaria de oficina, contabilidad e informática; aparatos eléctricos, de radio, televisión y comunicaciones; partes y piezas",2019,16339204.8119415,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2005,1635040.84603226,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2006,1984776.2956584,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2007,2240614.16741374,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2008,2070765.17757699,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2009,1870572.65316903,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2010,2026290.48153094,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2011,2436373.11567475,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2012,1707577.92553135,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2013,2110757.07651591,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2014,2044138.59372966,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2015,2273859.40727551,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2016,609931.950330934,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2017,902733.153477066,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2018,548746.415056422,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SS,D.SS,grupo_bcu,D,Fabricación de material de transporte,2019,624379.688726783,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2005,1635040.84603226,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2006,1984776.2956584,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2007,2240614.16741374,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2008,2070765.17757699,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2009,1870572.65316903,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2010,2026290.48153094,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2011,2436373.11567475,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2012,1707577.92553135,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2013,2110757.07651591,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2014,2044138.59372966,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2015,2273859.40727551,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2016,609931.950330934,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2017,902733.153477066,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2018,548746.415056422,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.SSTT.0,D.SSTT.0,grupo_bcu,D,"Fabricación de vehículos automotores, remolques y semirremolques y de otros tipos de equipo de transporte",2019,624379.688726783,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2005,2147867.56020696,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2006,2076019.17384217,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2007,2361277.64608602,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2008,2607437.87001237,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2009,3821420.13278313,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2010,2983493.16731292,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2011,2851580.36648368,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2012,2927732.05366437,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2013,4203642.47701975,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2014,5207395.44462473,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2015,6001741.94595235,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2016,5674629.9230897,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2017,5524478.49026678,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2018,4026696.11951463,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UU,D.UU,grupo_bcu,D,Otras industrias manufactureras,2019,4169423.16768242,miles_de_pesos_corrientes,True,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UUTT.0,D.UUTT.0,grupo_bcu,D,Fabricación de muebles; industrias manufactureras n.c.p.; reciclamiento,2005,2147867.56020696,miles_de_pesos_corrientes,False,
bcu,PIB-corriente-industrias-2006-2019.xlsx,Valores_C,pib_corriente_industrias,D.UUTT.0,D.UUTT.0,grupo_bcu,D,Fabricación de muebles; industrias manufactureras n.c.p.; reciclamiento,2006,2076019.17384217,miles_de_pesos_corrientes,False,
