anno,nivel_validacion,grupo_o_division,variable,test,estado,valor_observado,valor_referencia,diferencia,diferencia_pct,mensaje
2001,reconciliacion,homologado_total_vs_fuente_aditiva,remuneraciones,suma_homologada_reconcilia_fuente,ok,11063329000.0,11063329000.0,0.0,0.0,
2001,reconciliacion,homologado_total_vs_fuente_aditiva,puestos_trabajo,suma_homologada_reconcilia_fuente,ok,96958.0,96958.0,0.0,0.0,
2001,cobertura,homologado,vbp_pb,disponibilidad_pb_segun_periodo,ok,no,no,,,
2001,cobertura,homologado,vab_pb,disponibilidad_pb_segun_periodo,ok,no,no,,,
2002,cobertura,industria,filas_fuente,existe_fuente_anual,ok,138,1,137.0,13700.0,Seccion fuente esperada: D; observadas: D
2002,cobertura,industria,filas_aditivas,existe_base_para_homologacion,ok,23,1,22.0,2200.0,
2002,cobertura,industria,grupos_homologados,existe_panel_homologado,ok,11,1,10.0,1000.0,
2002,estructura,fuente_aditiva,clave,sin_duplicados_division_descripcion,ok,0,0,0.0,,
2002,consistencia,15,vab_pp,no_nulo_en_fila_aditiva,ok,12897844097.0,no_nulo,,,
2002,consistencia,15,remuneraciones,no_nulo_en_fila_aditiva,ok,3741294492.0,no_nulo,,,
